metrica,media,desvio_padrao,contagem,cnt_=0,pct_=0,cnt_>0_<0.1,pct_>0_<0.1,cnt_>=0.1_<0.2,pct_>=0.1_<0.2,cnt_>=0.2_<0.3,pct_>=0.2_<0.3,cnt_>=0.3_<0.4,pct_>=0.3_<0.4,cnt_>=0.4_<0.5,pct_>=0.4_<0.5,cnt_>=0.5_<0.6,pct_>=0.5_<0.6,cnt_>=0.6_<0.7,pct_>=0.6_<0.7,cnt_>=0.7_<0.8,pct_>=0.7_<0.8,cnt_>=0.8_<0.9,pct_>=0.8_<0.9,cnt_>=0.9,pct_>=0.9,categoria
answer_correctness,0.6,0.2,50,0,0.0,0,0.0,3,6.0,2,4.0,0,0.0,11,22.0,14,28.0,9,18.0,11,22.0,0,0.0,0,0.0,tema:Suporte ao Sistema Autorizador e Erros Técnicos
answer_correctness,0.4,0.1,9,0,0.0,0,0.0,0,0.0,1,11.1,6,66.7,0,0.0,2,22.2,0,0.0,0,0.0,0,0.0,0,0.0,tema:VSR - Acesso e Documentação
answer_correctness,0.7,0.1,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.3,3,50.0,1,16.7,0,0.0,tema:VSR - Coadministração com Outras Vacinas
answer_correctness,0.6,0.2,17,0,0.0,0,0.0,0,0.0,0,0.0,1,5.9,2,11.8,8,47.1,2,11.8,1,5.9,2,11.8,1,5.9,tema:VSR - Contraindicações e Segurança
answer_correctness,0.7,0.2,20,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,1,5.0,2,10.0,3,15.0,9,45.0,4,20.0,0,0.0,tema:VSR - Elegibilidade e Público-Alvo
answer_correctness,0.7,0.2,29,0,0.0,0,0.0,0,0.0,0,0.0,1,3.4,3,10.3,3,10.3,3,10.3,8,27.6,7,24.1,4,13.8,tema:VSR - Informações Gerais
answer_correctness,0.6,0.1,17,0,0.0,0,0.0,1,5.9,0,0.0,0,0.0,1,5.9,7,41.2,6,35.3,1,5.9,1,5.9,0,0.0,tema:VSR - Janela Vacinal e Prazos
answer_correctness,0.6,0.2,32,0,0.0,0,0.0,0,0.0,0,0.0,4,12.5,7,21.9,3,9.4,5,15.6,9,28.1,4,12.5,0,0.0,tema:VSR - Nirsevimabe (Bebês)
answer_correctness,0.5,0.2,19,0,0.0,0,0.0,4,21.0,0,0.0,1,5.3,4,21.0,3,15.8,5,26.3,2,10.5,0,0.0,0,0.0,tema:VSR - Proteção e Eficácia
answer_correctness,0.7,0.1,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.7,3,20.0,5,33.3,3,20.0,2,13.3,1,6.7,tema:Vacina DTP
answer_correctness,0.8,0.2,107,0,0.0,3,2.8,1,0.9,0,0.0,3,2.8,1,0.9,10,9.4,12,11.2,25,23.4,22,20.6,30,28.0,tema:Vacina HPV
answer_correctness,0.6,0.2,56,0,0.0,0,0.0,2,3.6,2,3.6,1,1.8,12,21.4,17,30.4,9,16.1,11,19.6,2,3.6,0,0.0,tema:Vacina VSR Gestante
answer_correctness,0.7,0.2,22,0,0.0,0,0.0,2,9.1,0,0.0,0,0.0,0,0.0,3,13.6,7,31.8,5,22.7,5,22.7,0,0.0,tema:Vacina dTpa
answer_correctness,0.6,0.2,44,0,0.0,0,0.0,2,4.6,3,6.8,9,20.4,4,9.1,2,4.6,9,20.4,9,20.4,5,11.4,1,2.3,tema:Vacina inativada poliomielite (VIP)
answer_correctness,0.7,0.2,283,0,0.0,5,1.8,1,0.4,3,1.1,5,1.8,9,3.2,29,10.2,49,17.3,66,23.3,87,30.7,29,10.2,tema:Vacina influenza
answer_correctness,0.7,0.2,29,0,0.0,0,0.0,1,3.4,0,0.0,1,3.4,0,0.0,2,6.9,6,20.7,12,41.4,7,24.1,0,0.0,tema:Vacina penta
answer_correctness,0.6,0.3,31,0,0.0,0,0.0,4,12.9,1,3.2,1,3.2,2,6.4,4,12.9,6,19.4,5,16.1,5,16.1,3,9.7,tema:Vacina pneumocócica 20 -valente (conjugada) VPC20)
answer_correctness,0.6,0.1,44,0,0.0,0,0.0,0,0.0,0,0.0,1,2.3,4,9.1,10,22.7,19,43.2,3,6.8,6,13.6,1,2.3,tema:Vacina tríplice viral
answer_correctness,0.6,0.2,25,0,0.0,0,0.0,0,0.0,0,0.0,2,8.0,5,20.0,3,12.0,9,36.0,3,12.0,2,8.0,1,4.0,tema:Vacina vírus sincicial respiratório (VSR)
answer_correctness,0.6,0.2,1325,0,0.0,19,1.4,43,3.2,15,1.1,45,3.4,122,9.2,219,16.5,319,24.1,278,21.0,193,14.6,72,5.4,flag_original:0
answer_correctness,0.7,0.2,418,0,0.0,13,3.1,11,2.6,3,0.7,10,2.4,27,6.5,68,16.3,91,21.8,97,23.2,67,16.0,31,7.4,flag_original:1
answer_correctness,0.7,0.2,325,0,0.0,7,2.2,9,2.8,3,0.9,8,2.5,22,6.8,50,15.4,73,22.5,74,22.8,56,17.2,23,7.1,flag_synthetic:0
answer_correctness,0.6,0.2,1418,0,0.0,25,1.8,45,3.2,15,1.1,47,3.3,127,9.0,237,16.7,337,23.8,301,21.2,204,14.4,80,5.6,flag_synthetic:1
answer_correctness,0.6,0.2,1591,0,0.0,29,1.8,49,3.1,18,1.1,51,3.2,138,8.7,263,16.5,368,23.1,341,21.4,240,15.1,94,5.9,flag_typo_injected:0
answer_correctness,0.6,0.2,152,0,0.0,3,2.0,5,3.3,0,0.0,4,2.6,11,7.2,24,15.8,42,27.6,34,22.4,20,13.2,9,5.9,flag_typo_injected:1
answer_correctness,0.6,0.2,1586,0,0.0,25,1.6,49,3.1,15,1.0,50,3.2,135,8.5,258,16.3,376,23.7,338,21.3,246,15.5,94,5.9,flag_informal:0
answer_correctness,0.6,0.2,157,0,0.0,7,4.5,5,3.2,3,1.9,5,3.2,14,8.9,29,18.5,34,21.7,37,23.6,14,8.9,9,5.7,flag_informal:1
